,active,cnt_inactive_pings,description,dist_24_hours,dist_72_hours,dist_total,gender,id,images,isMobile,is_alive,last_updated,latestPing,latest_ping_datetime,length,name,pingAge,pingCriteria,pings,platform,profile_url,species,species_group,species_icons,species_id,stageOfLife,tagDate,tagIdNumber,tagLocation,videos,weight,zping
94,0,0,"<p>#DontFearTheFin</p>
",0.0,0.0,0.0,Male,254,"[{'id': '715', 'description': '', 'filename': 'https://ocearch-prod.s3.amazonaws.com/media/animal/254/Syr7oe_u3jjr7_loic.jpg', 'is_primary': True, 'encrypted_name': ''}]",False,1,1504130705.0,,2017-08-31T06:51:30Z,4.9 ft,Loic,,"{'type': 'ping', 'interval': '30 year'}","[{'id': '63545', 'active': '1', 'datetime': '31 August 2017 3:51:30 PM', 'tz_datetime': '31 August 2017 3:51:30 PM +0900', 'latitude': '40.90936126702326', 'longitude': '-71.9183349609375'}]",,,White Shark (Carcharodon carcharias),shark,"{'web': {'blue': 'http://ec2-54-84-88-218.compute-1.amazonaws.com/tracker/public/images/uploads/icon/guadalupe_fur_seals/web/blue/guadalupe_fur_seals_34c0ac2.png', 'red': 'http://ec2-54-84-88-218.compute-1.amazonaws.com/tracker/public/images/uploads/icon/guadalupe_fur_seals/web/red/guadalupe_fur_seals_ecfcbef.png'}, 'mobile': {'blue': 'http://ec2-54-84-88-218.compute-1.amazonaws.com/tracker/images/mobile/blue.png', 'red': 'http://ec2-54-84-88-218.compute-1.amazonaws.com/tracker/images/mobile/red.png'}}",1,Juvenile,17 August 2017,34257,"Montauk, NY (2)",[],62 lbs,
95,1,0,"<p>Gnaraloo is a famous coastline and surf break in Western Australia.</p>
",0.0,0.0,325.59,Female,162,"[{'id': '512', 'description': '', 'filename': 'https://ocearch-prod.s3.amazonaws.com/media/animal/162/M4TiHx_cuzxvf_04292014_ocearch_westernaustralia_1199.jpg', 'is_primary': True, 'encrypted_name': ''}, {'id': '513', 'description': '', 'filename': 'https://ocearch-prod.s3.amazonaws.com/media/animal/162/lDnjDV_mkqb4b_04292014_ocearch_westernaustralia_1180.jpg', 'is_primary': False, 'encrypted_name': ''}, {'id': '514', 'description': '', 'filename': 'https://ocearch-prod.s3.amazonaws.com/media/animal/162/67BJXX_ib0gwn_yly9re_04292014_ocearch_westernaustralia_1187.jpg', 'is_primary': False, 'encrypted_name': ''}]",False,1,1531435571.0,,2015-06-24T07:24:37Z,12 ft 07 in.,Gnaraloo,,"{'type': 'ping', 'interval': '30 year'}","[{'id': '45986', 'active': '1', 'datetime': '24 June 2015 4:24:06 PM', 'tz_datetime': '24 June 2015 4:24:06 PM +0900', 'latitude': '-25.05415', 'longitude': '113.45141'}]",,,Tiger Shark (Galeocerdo cuvier),shark,"{'web': {'blue': 'http://ec2-54-84-88-218.compute-1.amazonaws.com/tracker/public/images/uploads/icon/guadalupe_fur_seals/web/blue/guadalupe_fur_seals_34c0ac2.png', 'red': 'http://ec2-54-84-88-218.compute-1.amazonaws.com/tracker/public/images/uploads/icon/guadalupe_fur_seals/web/red/guadalupe_fur_seals_ecfcbef.png'}, 'mobile': {'blue': 'http://ec2-54-84-88-218.compute-1.amazonaws.com/tracker/images/mobile/blue.png', 'red': 'http://ec2-54-84-88-218.compute-1.amazonaws.com/tracker/images/mobile/red.png'}}",7,Adult,29 April 2015,149048,"Ningaloo Reef, Australia ",[],835 lb,
96,1,0,"<p>Named after Fremantle, a major Australian port city in Western Australia located at the mouth of the Swan River.</p>
",0.0,0.0,4851.26,Female,158,"[{'id': '497', 'description': '', 'filename': 'https://ocearch-prod.s3.amazonaws.com/media/animal/158/yNQpFo_nbsqv6_04272014_ocearch_westernaustralia_0325.jpg', 'is_primary': True, 'encrypted_name': ''}, {'id': '498', 'description': '', 'filename': 'https://ocearch-prod.s3.amazonaws.com/media/animal/158/yaARrU_xydepr_04272014_ocearch_westernaustralia_0290.jpg', 'is_primary': False, 'encrypted_name': ''}, {'id': '499', 'description': '', 'filename': 'https://ocearch-prod.s3.amazonaws.com/media/animal/158/Cjr0AU_emguhg_04272014_ocearch_westernaustralia_0345.jpg', 'is_primary': False, 'encrypted_name': ''}]",False,1,1531435039.0,,2016-09-02T16:34:52Z, 12 ft 7 in.,Freo,,"{'type': 'ping', 'interval': '30 year'}","[{'id': '52771', 'active': '1', 'datetime': '3 September 2016 1:34:52 AM', 'tz_datetime': '3 September 2016 1:34:52 AM +0900', 'latitude': '-19.9451', 'longitude': '119.749'}]",,,Tiger Shark (Galeocerdo cuvier),shark,"{'web': {'blue': 'http://ec2-54-84-88-218.compute-1.amazonaws.com/tracker/public/images/uploads/icon/guadalupe_fur_seals/web/blue/guadalupe_fur_seals_34c0ac2.png', 'red': 'http://ec2-54-84-88-218.compute-1.amazonaws.com/tracker/public/images/uploads/icon/guadalupe_fur_seals/web/red/guadalupe_fur_seals_ecfcbef.png'}, 'mobile': {'blue': 'http://ec2-54-84-88-218.compute-1.amazonaws.com/tracker/images/mobile/blue.png', 'red': 'http://ec2-54-84-88-218.compute-1.amazonaws.com/tracker/images/mobile/red.png'}}",7,Adult,27 April 2015,149046,"Ningaloo Reef, Australia ",[],,
97,1,0,"<p>Sunshine Beach State School is where Sarah and Lyla Fischer attended school while the OCEARCH was working in Australia. We were thrilled to name a shark Sunny so the kids from the school can follow Sunny the shark while they learn from the OCEARCH STEM curriculum.</p>
",0.0,0.0,98.99,Female,160,"[{'id': '506', 'description': '', 'filename': 'https://ocearch-prod.s3.amazonaws.com/media/animal/160/AIytty_ayzw84_04262014_ocearch_westernaustralia_0926-copy.jpg', 'is_primary': True, 'encrypted_name': ''}, {'id': '507', 'description': '', 'filename': 'https://ocearch-prod.s3.amazonaws.com/media/animal/160/yp3sn7_tg18uf_04262014_ocearch_westernaustralia_0606.jpg', 'is_primary': False, 'encrypted_name': ''}, {'id': '508', 'description': '', 'filename': 'https://ocearch-prod.s3.amazonaws.com/media/animal/160/Y2bWV2_unzikz_04262014_ocearch_westernaustralia_0452.jpg', 'is_primary': False, 'encrypted_name': ''}]",False,1,1531439777.0,,2015-08-02T23:31:11Z,12 ft 3 in.,Sunny,,"{'type': 'ping', 'interval': '30 year'}","[{'id': '46517', 'active': '1', 'datetime': '3 August 2015 8:31:11 AM', 'tz_datetime': '3 August 2015 8:31:11 AM +0900', 'latitude': '-23.07573', 'longitude': '113.74811'}]",,,Tiger Shark (Galeocerdo cuvier),shark,"{'web': {'blue': 'http://ec2-54-84-88-218.compute-1.amazonaws.com/tracker/public/images/uploads/icon/guadalupe_fur_seals/web/blue/guadalupe_fur_seals_34c0ac2.png', 'red': 'http://ec2-54-84-88-218.compute-1.amazonaws.com/tracker/public/images/uploads/icon/guadalupe_fur_seals/web/red/guadalupe_fur_seals_ecfcbef.png'}, 'mobile': {'blue': 'http://ec2-54-84-88-218.compute-1.amazonaws.com/tracker/images/mobile/blue.png', 'red': 'http://ec2-54-84-88-218.compute-1.amazonaws.com/tracker/images/mobile/red.png'}}",7,Adult,26 April 2015,146715,"Ningaloo Reef, Australia ",[],962 lb,
98,1,0,"<p>Named after Adelaide, South Australia&#39;s capital.</p>
",0.0,0.0,441.13,Female,161,"[{'id': '509', 'description': '', 'filename': 'https://ocearch-prod.s3.amazonaws.com/media/animal/161/P7Nsrx_gkdmbt_04272014_ocearch_westernaustralia_0487.jpg', 'is_primary': True, 'encrypted_name': ''}, {'id': '510', 'description': '', 'filename': 'https://ocearch-prod.s3.amazonaws.com/media/animal/161/Y0oi9b_w7f8qv_04272014_ocearch_westernaustralia_0151.jpg', 'is_primary': False, 'encrypted_name': ''}, {'id': '511', 'description': '', 'filename': 'https://ocearch-prod.s3.amazonaws.com/media/animal/161/1abiSR_3e0gxg_04272014_ocearch_westernaustralia_0464.jpg', 'is_primary': False, 'encrypted_name': ''}]",False,1,1530917520.0,,2015-11-16T09:38:42Z,12 ft 7 in.,Adelaide,,"{'type': 'ping', 'interval': '30 year'}","[{'id': '45673', 'active': '1', 'datetime': '7 June 2015 11:14:14 AM', 'tz_datetime': '7 June 2015 11:14:14 AM +0900', 'latitude': '-23.09703', 'longitude': '113.74242'}]",,,Tiger Shark (Galeocerdo cuvier),shark,"{'web': {'blue': 'http://ec2-54-84-88-218.compute-1.amazonaws.com/tracker/public/images/uploads/icon/guadalupe_fur_seals/web/blue/guadalupe_fur_seals_34c0ac2.png', 'red': 'http://ec2-54-84-88-218.compute-1.amazonaws.com/tracker/public/images/uploads/icon/guadalupe_fur_seals/web/red/guadalupe_fur_seals_ecfcbef.png'}, 'mobile': {'blue': 'http://ec2-54-84-88-218.compute-1.amazonaws.com/tracker/images/mobile/blue.png', 'red': 'http://ec2-54-84-88-218.compute-1.amazonaws.com/tracker/images/mobile/red.png'}}",7,Adult,27 April 2015,149044,"Ningaloo Reef, Australia ",[],1027 lb,
99,1,0,"<p>Named after Quang cyclone that occurred during Expedition West Australia.</p>
",0.0,0.0,130.14,Female,163,"[{'id': '516', 'description': '', 'filename': 'https://ocearch-prod.s3.amazonaws.com/media/animal/163/OEDR1F_cb0frq_8mvflm_05022015_ocearch_westernaustralia_0648.jpg', 'is_primary': True, 'encrypted_name': ''}, {'id': '517', 'description': '', 'filename': 'https://ocearch-prod.s3.amazonaws.com/media/animal/163/nwBMuj_09lfrn_xphhoe_05022015_ocearch_westernaustralia_0660.jpg', 'is_primary': False, 'encrypted_name': ''}, {'id': '518', 'description': '', 'filename': 'https://ocearch-prod.s3.amazonaws.com/media/animal/163/8Q7ryN_iv76vo_5pvhhc_05022015_ocearch_westernaustralia_0159.jpg', 'is_primary': False, 'encrypted_name': ''}]",False,1,1531439016.0,,2015-05-29T18:48:23Z,9 ft 79 in.,Quang,,"{'type': 'ping', 'interval': '30 year'}","[{'id': '45503', 'active': '1', 'datetime': '30 May 2015 3:48:23 AM', 'tz_datetime': '30 May 2015 3:48:23 AM +0900', 'latitude': '-22.83051', 'longitude': '113.72093'}]",,,Tiger Shark (Galeocerdo cuvier),shark,"{'web': {'blue': 'http://ec2-54-84-88-218.compute-1.amazonaws.com/tracker/public/images/uploads/icon/guadalupe_fur_seals/web/blue/guadalupe_fur_seals_34c0ac2.png', 'red': 'http://ec2-54-84-88-218.compute-1.amazonaws.com/tracker/public/images/uploads/icon/guadalupe_fur_seals/web/red/guadalupe_fur_seals_ecfcbef.png'}, 'mobile': {'blue': 'http://ec2-54-84-88-218.compute-1.amazonaws.com/tracker/images/mobile/blue.png', 'red': 'http://ec2-54-84-88-218.compute-1.amazonaws.com/tracker/images/mobile/red.png'}}",7,Juvenile,2 May 2015,149050,"Ningaloo Reef, Australia ",[],268 lb,
100,1,0,"<p>Named by Caterpillar after Bindi Irwin, wildlife conservationist who inherited her father&rsquo;s passion for wildlife and conservation.</p>
",0.0,0.0,418.86,Female,164,"[{'id': '519', 'description': '', 'filename': 'https://ocearch-prod.s3.amazonaws.com/media/animal/164/Vtk6dJ_ig97ex_aocugb_04252014_ocearch_westernaustralia_0507.jpg', 'is_primary': True, 'encrypted_name': ''}]",False,1,1531431081.0,,2015-07-20T23:06:24Z,10 ft 5 in.,Bindi ,,"{'type': 'ping', 'interval': '30 year'}","[{'id': '46329', 'active': '1', 'datetime': '21 July 2015 8:06:24 AM', 'tz_datetime': '21 July 2015 8:06:24 AM +0900', 'latitude': '-23.38833', 'longitude': '113.22118'}]",,,Tiger Shark (Galeocerdo cuvier),shark,"{'web': {'blue': 'http://ec2-54-84-88-218.compute-1.amazonaws.com/tracker/public/images/uploads/icon/guadalupe_fur_seals/web/blue/guadalupe_fur_seals_34c0ac2.png', 'red': 'http://ec2-54-84-88-218.compute-1.amazonaws.com/tracker/public/images/uploads/icon/guadalupe_fur_seals/web/red/guadalupe_fur_seals_ecfcbef.png'}, 'mobile': {'blue': 'http://ec2-54-84-88-218.compute-1.amazonaws.com/tracker/images/mobile/blue.png', 'red': 'http://ec2-54-84-88-218.compute-1.amazonaws.com/tracker/images/mobile/red.png'}}",7,Adult,8 May 2015,146705,"Ningaloo Reef, Australia ",[],518 lb,
101,1,0,"<p>Named by Cat Parts Miami in support of Caterpillar&rsquo;s sustainability efforts.</p>
",0.0,0.0,8967.2,Female,166,"[{'id': '522', 'description': '', 'filename': 'https://ocearch-prod.s3.amazonaws.com/media/animal/166/R6QFRk_pkrm47_nz7rgf_04252014_ocearch_westernaustralia_0664.jpg', 'is_primary': True, 'encrypted_name': ''}, {'id': '523', 'description': '', 'filename': 'https://ocearch-prod.s3.amazonaws.com/media/animal/166/iK1fVR_nbx6hx_pna7qm_04252014_ocearch_westernaustralia_1644.jpg', 'is_primary': False, 'encrypted_name': ''}]",False,1,1531431716.0,,2016-05-03T06:41:09Z,11 ft 9 in.,Catalina,,"{'type': 'ping', 'interval': '30 year'}","[{'id': '50830', 'active': '1', 'datetime': '3 May 2016 3:41:09 PM', 'tz_datetime': '3 May 2016 3:41:09 PM +0900', 'latitude': '-33.18042', 'longitude': '131.67581'}]",,,Tiger Shark (Galeocerdo cuvier),shark,"{'web': {'blue': 'http://ec2-54-84-88-218.compute-1.amazonaws.com/tracker/public/images/uploads/icon/guadalupe_fur_seals/web/blue/guadalupe_fur_seals_34c0ac2.png', 'red': 'http://ec2-54-84-88-218.compute-1.amazonaws.com/tracker/public/images/uploads/icon/guadalupe_fur_seals/web/red/guadalupe_fur_seals_ecfcbef.png'}, 'mobile': {'blue': 'http://ec2-54-84-88-218.compute-1.amazonaws.com/tracker/images/mobile/blue.png', 'red': 'http://ec2-54-84-88-218.compute-1.amazonaws.com/tracker/images/mobile/red.png'}}",7,Adult,25 April 2015,146710,"Ningaloo Reef, Australia ",[],795 lb,
102,1,0,"<p>Named after Alice Springs in the Northern Territory of Australia. Alice Springs is situated in the geographic center of Australia near the southern border of the Northern Territory.</p>
",0.0,0.0,366.99,Female,167,"[{'id': '524', 'description': '', 'filename': 'https://ocearch-prod.s3.amazonaws.com/media/animal/167/qtkDFs_pabw8n_9y5rop_05022015_ocearch_westernaustralia_0297.jpg', 'is_primary': True, 'encrypted_name': ''}]",False,1,1531755243.0,,2015-06-21T20:08:41Z,9 ft 5 in.,Alice ,,"{'type': 'ping', 'interval': '30 year'}","[{'id': '45946', 'active': '1', 'datetime': '22 June 2015 5:08:41 AM', 'tz_datetime': '22 June 2015 5:08:41 AM +0900', 'latitude': '-22.90337', 'longitude': '113.73509'}]",,,Tiger Shark (Galeocerdo cuvier),shark,"{'web': {'blue': 'http://ec2-54-84-88-218.compute-1.amazonaws.com/tracker/public/images/uploads/icon/guadalupe_fur_seals/web/blue/guadalupe_fur_seals_34c0ac2.png', 'red': 'http://ec2-54-84-88-218.compute-1.amazonaws.com/tracker/public/images/uploads/icon/guadalupe_fur_seals/web/red/guadalupe_fur_seals_ecfcbef.png'}, 'mobile': {'blue': 'http://ec2-54-84-88-218.compute-1.amazonaws.com/tracker/images/mobile/blue.png', 'red': 'http://ec2-54-84-88-218.compute-1.amazonaws.com/tracker/images/mobile/red.png'}}",7,Sub-Adult,2 May 2015,146707,"Ningaloo Reef, Australia ",[],354 lb,
103,1,0,"<p>Named after the great country of Australia, home of OCEARCH&rsquo;s 21st and 22nd expeditions. &ldquo;Ausssi Aussie Aussie Oi Oi Oi!&rdquo;</p>
",0.0,0.0,298.18,Female,168,"[{'id': '526', 'description': '', 'filename': 'https://ocearch-prod.s3.amazonaws.com/media/animal/168/4rCmnj_wymsjd_yknkzr_04302014_ocearch_westernaustralia_0242.jpg', 'is_primary': True, 'encrypted_name': ''}, {'id': '527', 'description': '', 'filename': 'https://ocearch-prod.s3.amazonaws.com/media/animal/168/4bDbQb_8faueh_efextt_04302014_ocearch_westernaustralia_0650.jpg', 'is_primary': False, 'encrypted_name': ''}, {'id': '528', 'description': '', 'filename': 'https://ocearch-prod.s3.amazonaws.com/media/animal/168/uKLWcR_mpxfxp_kr2qjz_04302014_ocearch_westernaustralia_0193.jpg', 'is_primary': False, 'encrypted_name': ''}]",False,1,1531430815.0,,2017-03-26T07:46:55Z,13 ft 28 in.,Aussie,,"{'type': 'ping', 'interval': '30 year'}","[{'id': '60598', 'active': '1', 'datetime': '26 March 2017 4:46:55 PM', 'tz_datetime': '26 March 2017 4:46:55 PM +0900', 'latitude': '-26.16338', 'longitude': '113.28183'}]",,,Tiger Shark (Galeocerdo cuvier),shark,"{'web': {'blue': 'http://ec2-54-84-88-218.compute-1.amazonaws.com/tracker/public/images/uploads/icon/guadalupe_fur_seals/web/blue/guadalupe_fur_seals_34c0ac2.png', 'red': 'http://ec2-54-84-88-218.compute-1.amazonaws.com/tracker/public/images/uploads/icon/guadalupe_fur_seals/web/red/guadalupe_fur_seals_ecfcbef.png'}, 'mobile': {'blue': 'http://ec2-54-84-88-218.compute-1.amazonaws.com/tracker/images/mobile/blue.png', 'red': 'http://ec2-54-84-88-218.compute-1.amazonaws.com/tracker/images/mobile/red.png'}}",7,Adult,30 April 2015,149049,"Ningaloo Reef, Australia ",[],1175 lb,
104,0,0,"<p>Coral the tiger shark is named after Coral Bay in Western Australia.</p>
",0.0,0.0,79.0,Female,169,"[{'id': '529', 'description': '', 'filename': 'https://ocearch-prod.s3.amazonaws.com/media/animal/169/AsO5Sf_wfx546_uok97f_04252014_ocearch_westernaustralia_0205.jpg', 'is_primary': True, 'encrypted_name': ''}]",False,1,1531434234.0,,2015-06-11T23:12:57Z,11 ft 9 in.,Coral,,"{'type': 'ping', 'interval': '30 year'}","[{'id': '45754', 'active': '1', 'datetime': '12 June 2015 8:12:57 AM', 'tz_datetime': '12 June 2015 8:12:57 AM +0900', 'latitude': '-23.0371', 'longitude': '113.8194'}]",,,Tiger Shark (Galeocerdo cuvier),shark,"{'web': {'blue': 'http://ec2-54-84-88-218.compute-1.amazonaws.com/tracker/public/images/uploads/icon/guadalupe_fur_seals/web/blue/guadalupe_fur_seals_34c0ac2.png', 'red': 'http://ec2-54-84-88-218.compute-1.amazonaws.com/tracker/public/images/uploads/icon/guadalupe_fur_seals/web/red/guadalupe_fur_seals_ecfcbef.png'}, 'mobile': {'blue': 'http://ec2-54-84-88-218.compute-1.amazonaws.com/tracker/images/mobile/blue.png', 'red': 'http://ec2-54-84-88-218.compute-1.amazonaws.com/tracker/images/mobile/red.png'}}",7,Adult,25 April 2015,146709,"Ningaloo Reef, Australia ",[],795 lb,
105,1,0,"<p>Iemanj&aacute; is a beautiful, healthy female shark with striking colors and a gentle swim. She is named after an Orisha spirit from the African culture that is beloved in this region and is also regarded as the Queen of the Oceans.</p>
",0.0,0.0,1903.12,Female,170,"[{'id': '530', 'description': '', 'filename': 'https://ocearch-prod.s3.amazonaws.com/media/animal/170/Za8YzQ_wcaewr_cnjjoe_img_6139.jpg', 'is_primary': True, 'encrypted_name': ''}, {'id': '531', 'description': '', 'filename': 'https://ocearch-prod.s3.amazonaws.com/media/animal/170/lFa1R2_hxd9j1_p5enkq_img_6146.jpg', 'is_primary': False, 'encrypted_name': ''}]",False,1,1531846089.0,,2015-11-26T02:31:42Z,6 ft 5 in.,Iemanja,,"{'type': 'ping', 'interval': '30 year'}","[{'id': '48143', 'active': '1', 'datetime': '26 November 2015 11:31:42 AM', 'tz_datetime': '26 November 2015 11:31:42 AM +0900', 'latitude': '-4.87503', 'longitude': '-35.38654'}]",,,Tiger Shark (Galeocerdo cuvier),shark,"{'web': {'blue': 'http://ec2-54-84-88-218.compute-1.amazonaws.com/tracker/public/images/uploads/icon/guadalupe_fur_seals/web/blue/guadalupe_fur_seals_34c0ac2.png', 'red': 'http://ec2-54-84-88-218.compute-1.amazonaws.com/tracker/public/images/uploads/icon/guadalupe_fur_seals/web/red/guadalupe_fur_seals_ecfcbef.png'}, 'mobile': {'blue': 'http://ec2-54-84-88-218.compute-1.amazonaws.com/tracker/images/mobile/blue.png', 'red': 'http://ec2-54-84-88-218.compute-1.amazonaws.com/tracker/images/mobile/red.png'}}",7,Juvenile,6 May 2015,141153,"Fernando de Noronha, Brazil",[], 99 lb,
106,1,0,"<p>The name Chessie comes from the Chechessee River in Port Royal Sound, South Carolina where the Port Royal Sound Maritime Center is located. The mission of the Maritime Center is to connect people with the waters and the lands of Port Royal Sound.</p>
",0.0,0.0,1807.7,Female,171,"[{'id': '532', 'description': '', 'filename': 'https://ocearch-prod.s3.amazonaws.com/media/animal/171/PYpWpw_uwcwnv_trddfw_chessie.jpg', 'is_primary': True, 'encrypted_name': ''}, {'id': '533', 'description': '', 'filename': 'https://ocearch-prod.s3.amazonaws.com/media/animal/171/E53oBQ_mqb0yh_mfjfw5_img_2356.jpg', 'is_primary': False, 'encrypted_name': ''}, {'id': '534', 'description': '', 'filename': 'https://ocearch-prod.s3.amazonaws.com/media/animal/171/trFlUe_9u3hmm_x0wpse_img_2380.jpg', 'is_primary': False, 'encrypted_name': ''}]",False,1,1531431794.0,,2015-07-05T19:15:43Z,12 ft 2 in.,Chessie,,"{'type': 'ping', 'interval': '30 year'}","[{'id': '46186', 'active': '1', 'datetime': '6 July 2015 4:15:43 AM', 'tz_datetime': '6 July 2015 4:15:43 AM +0900', 'latitude': '40.54395', 'longitude': '-71.66673'}]",,,Tiger Shark (Galeocerdo cuvier),shark,"{'web': {'blue': 'http://ec2-54-84-88-218.compute-1.amazonaws.com/tracker/public/images/uploads/icon/guadalupe_fur_seals/web/blue/guadalupe_fur_seals_34c0ac2.png', 'red': 'http://ec2-54-84-88-218.compute-1.amazonaws.com/tracker/public/images/uploads/icon/guadalupe_fur_seals/web/red/guadalupe_fur_seals_ecfcbef.png'}, 'mobile': {'blue': 'http://ec2-54-84-88-218.compute-1.amazonaws.com/tracker/images/mobile/blue.png', 'red': 'http://ec2-54-84-88-218.compute-1.amazonaws.com/tracker/images/mobile/red.png'}}",7,Adult,18 May 2015,136720,"Port Royal Sound, SC",[],1200 lb,
107,1,0,"<p>Einstein was tagged by scientists at the Harte Research Institute&rsquo;s Center for Sportfish Science and Conservation at Texas A&amp;M University-Corpus Christi. Einstein was named by Debbie and Sam Isaacs, in honor of the famous scientist Albert Einstein. Einstein was tagged near an oil and gas platform off the Texas coast.&nbsp;</p>
",0.0,0.0,3988.09,Male,172,"[{'id': '535', 'description': '', 'filename': 'https://ocearch-prod.s3.amazonaws.com/media/animal/172/quKLIN_picture2.png', 'is_primary': True, 'encrypted_name': ''}, {'id': '536', 'description': '', 'filename': 'https://ocearch-prod.s3.amazonaws.com/media/animal/172/7dUgMd_picture1.png', 'is_primary': False, 'encrypted_name': ''}, {'id': '537', 'description': '', 'filename': 'https://ocearch-prod.s3.amazonaws.com/media/animal/172/vR09Vg_picture4.png', 'is_primary': False, 'encrypted_name': ''}]",False,1,1531434679.0,,2017-07-05T10:16:52Z,7 ft 5 in.,Einstein,,"{'type': 'ping', 'interval': '30 year'}","[{'id': '62822', 'active': '1', 'datetime': '5 July 2017 7:16:52 PM', 'tz_datetime': '5 July 2017 7:16:52 PM +0900', 'latitude': '24.54224', 'longitude': '-97.72885'}]",,,Hammerhead Shark (Sphyrna),shark,"{'web': {'blue': 'http://ec2-54-84-88-218.compute-1.amazonaws.com/tracker/public/images/uploads/icon/guadalupe_fur_seals/web/blue/guadalupe_fur_seals_34c0ac2.png', 'red': 'http://ec2-54-84-88-218.compute-1.amazonaws.com/tracker/public/images/uploads/icon/guadalupe_fur_seals/web/red/guadalupe_fur_seals_ecfcbef.png'}, 'mobile': {'blue': 'http://ec2-54-84-88-218.compute-1.amazonaws.com/tracker/images/mobile/blue.png', 'red': 'http://ec2-54-84-88-218.compute-1.amazonaws.com/tracker/images/mobile/red.png'}}",5,Adult,2 June 2015,111111,"Port Aransas, TX ",[],118 lb,
108,1,0,"<p>Dave Grime caught this hammerhead in the Carl Darenberg Memorial Shark&rsquo;s Eye Tournament in Montauk, angler Dave Grimes gave the volunteer observer the opportunity to name the hammerhead. She chose Elias. Dr. Greg Skomal said, &ldquo;the tagging of the smooth hammerhead is a milestone.&rdquo;</p>
",0.0,0.0,986.89,Male,173,"[{'id': '539', 'description': '', 'filename': 'https://ocearch-prod.s3.amazonaws.com/media/animal/173/iucHNj_tfff95_web_elias2.jpg', 'is_primary': True, 'encrypted_name': ''}, {'id': '540', 'description': '', 'filename': 'https://ocearch-prod.s3.amazonaws.com/media/animal/173/LkyVvI_bj4xiz_web_elias3.jpg', 'is_primary': False, 'encrypted_name': ''}]",False,1,1531844928.0,,2015-09-11T10:04:49Z,6 ft 75 in.,Elias,,"{'type': 'ping', 'interval': '30 year'}","[{'id': '46948', 'active': '1', 'datetime': '11 September 2015 7:04:49 PM', 'tz_datetime': '11 September 2015 7:04:49 PM +0900', 'latitude': '40.90197', 'longitude': '-72.21113'}]",,,Hammerhead Shark (Sphyrna),shark,"{'web': {'blue': 'http://ec2-54-84-88-218.compute-1.amazonaws.com/tracker/public/images/uploads/icon/guadalupe_fur_seals/web/blue/guadalupe_fur_seals_34c0ac2.png', 'red': 'http://ec2-54-84-88-218.compute-1.amazonaws.com/tracker/public/images/uploads/icon/guadalupe_fur_seals/web/red/guadalupe_fur_seals_ecfcbef.png'}, 'mobile': {'blue': 'http://ec2-54-84-88-218.compute-1.amazonaws.com/tracker/images/mobile/blue.png', 'red': 'http://ec2-54-84-88-218.compute-1.amazonaws.com/tracker/images/mobile/red.png'}}",5,Juvenile,19 July 2015,151429,"Montauk, NY",[],100 lb,
109,1,0,"<p>&ldquo;Jax&rdquo; is named after two beautiful twins, Joanne and Maxine, born on October 10, 2014. As they grow up we hope they will have the opportunity to enjoy and appreciate the Port Royal Sound for its beauty and ecological significance. Jax was tagged by Bryan Frazier in partnership with OCEARCH.</p>
",0.0,0.0,4386.87,Female,176,"[{'id': '542', 'description': '', 'filename': 'https://ocearch-prod.s3.amazonaws.com/media/animal/176/sGWxYL_dma4n1_p9287749_web.jpg', 'is_primary': True, 'encrypted_name': ''}, {'id': '543', 'description': '', 'filename': 'https://ocearch-prod.s3.amazonaws.com/media/animal/176/Cijz4l_hqoarx_gopr0135_web.jpg', 'is_primary': False, 'encrypted_name': ''}, {'id': '544', 'description': '', 'filename': 'https://ocearch-prod.s3.amazonaws.com/media/animal/176/ytzJOh_7hgpvr_p9287744_web.jpg', 'is_primary': False, 'encrypted_name': ''}]",False,1,1531436500.0,,2016-06-21T03:43:43Z,12 ft 6 in.,Jax,,"{'type': 'ping', 'interval': '30 year'}","[{'id': '51625', 'active': '1', 'datetime': '21 June 2016 12:43:43 PM', 'tz_datetime': '21 June 2016 12:43:43 PM +0900', 'latitude': '33.04445946842065', 'longitude': '-79.24326672851561'}]",,,Tiger Shark (Galeocerdo cuvier),shark,"{'web': {'blue': 'http://ec2-54-84-88-218.compute-1.amazonaws.com/tracker/public/images/uploads/icon/guadalupe_fur_seals/web/blue/guadalupe_fur_seals_34c0ac2.png', 'red': 'http://ec2-54-84-88-218.compute-1.amazonaws.com/tracker/public/images/uploads/icon/guadalupe_fur_seals/web/red/guadalupe_fur_seals_ecfcbef.png'}, 'mobile': {'blue': 'http://ec2-54-84-88-218.compute-1.amazonaws.com/tracker/images/mobile/blue.png', 'red': 'http://ec2-54-84-88-218.compute-1.amazonaws.com/tracker/images/mobile/red.png'}}",7,Adult,28 September 2015,151425,"Port Royal Sound, SC",[],750 lb,
